scheme_name,source_sheet,legacy_label,meter_type,reading_label,reading_date_note,reading_value,previous_reading_value,consumption
Riviera Villas,Riviera Villas,RV 35B,UNIT,2021-09-19 00:00:00,unparseable-date,29493.0,29493.0,0.0
Riviera Villas,Riviera Villas,RV 36A,UNIT,2021-09-19 00:00:00,unparseable-date,79436.0,79362.0,74.0
Riviera Villas,Riviera Villas,RV 36B,UNIT,2021-09-19 00:00:00,unparseable-date,45991.0,45942.0,49.0
Riviera Villas,Riviera Villas,RV 37A,UNIT,2021-09-19 00:00:00,unparseable-date,2756.0,2696.0,60.0
Riviera Villas,Riviera Villas,RV 37B,UNIT,2021-09-19 00:00:00,unparseable-date,28532.0,28320.0,212.0
Riviera Villas,Riviera Villas,RV 38A,UNIT,2021-09-19 00:00:00,unparseable-date,84423.0,84368.0,55.0
Riviera Villas,Riviera Villas,RV 38B,UNIT,2021-09-19 00:00:00,unparseable-date,84861.0,84861.0,0.0
Riviera Villas,Riviera Villas,RV 39A,UNIT,2021-09-19 00:00:00,unparseable-date,31386.0,31344.0,42.0
Riviera Villas,Riviera Villas,RV 39B,UNIT,2021-09-19 00:00:00,unparseable-date,38864.0,38864.0,0.0
Riviera Villas,Riviera Villas,RV 40A,UNIT,2021-09-19 00:00:00,unparseable-date,76390.0,76390.0,0.0
Riviera Villas,Riviera Villas,RV 40B,UNIT,2021-09-19 00:00:00,unparseable-date,18050.0,17930.0,120.0
Riviera Villas,Riviera Villas,RV 41A,UNIT,2021-09-19 00:00:00,unparseable-date,66251.0,66186.0,65.0
Riviera Villas,Riviera Villas,RV 41B,UNIT,2021-09-19 00:00:00,unparseable-date,50311.0,50032.0,279.0
Riviera Villas,Riviera Villas,RV 42A,UNIT,2021-09-19 00:00:00,unparseable-date,79635.0,79507.0,128.0
Riviera Villas,Riviera Villas,RV 42B,UNIT,2021-09-19 00:00:00,unparseable-date,3247.0,3153.0,94.0
Riviera Villas,Riviera Villas,RV 43A A,UNIT,2021-09-19 00:00:00,unparseable-date,30082.0,29905.0,177.0
Riviera Villas,Riviera Villas,RV 43B,UNIT,2021-09-19 00:00:00,unparseable-date,76920.0,76695.0,225.0
Riviera Villas,Riviera Villas,RV 44A,UNIT,2021-09-19 00:00:00,unparseable-date,87578.0,87497.0,81.0
Riviera Villas,Riviera Villas,RV 44B,UNIT,2021-09-19 00:00:00,unparseable-date,42790.0,42761.0,29.0
Riviera Villas,Riviera Villas,RV 45A,UNIT,2021-09-19 00:00:00,unparseable-date,15342.0,15277.0,65.0
Riviera Villas,Riviera Villas,RV 45B,UNIT,2021-09-19 00:00:00,unparseable-date,51362.0,51242.0,120.0
Riviera Villas,Riviera Villas,RV 46A,UNIT,2021-09-19 00:00:00,unparseable-date,31960.0,31811.0,149.0
Riviera Villas,Riviera Villas,RV 46B A,UNIT,2021-09-19 00:00:00,unparseable-date,32065.0,31381.0,684.0
Riviera Villas,Riviera Villas,RV 47A,UNIT,2021-09-19 00:00:00,unparseable-date,87943.0,87883.0,60.0
Riviera Villas,Riviera Villas,RV 47B,UNIT,2021-09-19 00:00:00,unparseable-date,94611.0,94554.0,57.0
Riviera Villas,Riviera Villas,RV 48A,UNIT,2021-09-19 00:00:00,unparseable-date,88906.0,88891.0,15.0
Riviera Villas,Riviera Villas,RV 48B,UNIT,2021-09-19 00:00:00,unparseable-date,98392.0,98305.0,87.0
Riviera Villas,Riviera Villas,RV 49A,UNIT,2021-09-19 00:00:00,unparseable-date,75969.0,75776.0,193.0
Riviera Villas,Riviera Villas,RV 49B,UNIT,2021-09-19 00:00:00,unparseable-date,75400.0,75400.0,0.0
Riviera Villas,Riviera Villas,RV 50A A,UNIT,2021-09-19 00:00:00,unparseable-date,60778.0,60771.0,7.0
Riviera Villas,Riviera Villas,RV 50B,UNIT,2021-09-19 00:00:00,unparseable-date,75048.0,75048.0,0.0
Riviera Villas,Riviera Villas,RV 51A,UNIT,2021-09-19 00:00:00,unparseable-date,28793.0,28694.0,99.0
Riviera Villas,Riviera Villas,RV 51B,UNIT,2021-09-19 00:00:00,unparseable-date,40137.0,39725.0,412.0
Riviera Villas,Riviera Villas,RV 52A,UNIT,2021-09-19 00:00:00,unparseable-date,55214.0,54081.0,1133.0
Riviera Villas,Riviera Villas,RV 52B,UNIT,2021-09-19 00:00:00,unparseable-date,9663.0,9178.0,485.0
Riviera Villas,Riviera Villas,RV 53A,UNIT,2021-09-19 00:00:00,unparseable-date,10509.0,10482.0,27.0
Riviera Villas,Riviera Villas,RV 53B,UNIT,2021-09-19 00:00:00,unparseable-date,46101.0,45886.0,215.0
Riviera Villas,Riviera Villas,RV 54A,UNIT,2021-09-19 00:00:00,unparseable-date,36270.0,36243.0,27.0
Riviera Villas,Riviera Villas,RV 54B,UNIT,2021-09-19 00:00:00,unparseable-date,32689.0,32299.0,390.0
Riviera Villas,Riviera Villas,RV 55A,UNIT,2021-09-19 00:00:00,unparseable-date,6052.0,6052.0,0.0
Riviera Villas,Riviera Villas,RV 55B,UNIT,2021-09-19 00:00:00,unparseable-date,50398.0,50330.0,68.0
Riviera Villas,Riviera Villas,RV 56A,UNIT,2021-09-19 00:00:00,unparseable-date,6225.0,6224.0,1.0
Riviera Villas,Riviera Villas,RV 56B,UNIT,2021-09-19 00:00:00,unparseable-date,41787.0,41329.0,458.0
Riviera Villas,Riviera Villas,RV 57A,UNIT,2021-09-19 00:00:00,unparseable-date,43964.0,43861.0,103.0
Riviera Villas,Riviera Villas,RV 57B,UNIT,2021-09-19 00:00:00,unparseable-date,98818.0,98263.0,555.0
Riviera Villas,Riviera Villas,RV 58A,UNIT,2021-09-19 00:00:00,unparseable-date,44168.0,44102.0,66.0
Riviera Villas,Riviera Villas,RV 58B,UNIT,2021-09-19 00:00:00,unparseable-date,7667.0,7667.0,0.0
Riviera Villas,Riviera Villas,RV 59A,UNIT,2021-09-19 00:00:00,unparseable-date,65521.0,65381.0,140.0
Riviera Villas,Riviera Villas,RV 59B,UNIT,2021-09-19 00:00:00,unparseable-date,20699.0,20550.0,149.0
Riviera Villas,Riviera Villas,RV 60A,UNIT,2021-09-19 00:00:00,unparseable-date,18743.0,18440.0,303.0
Riviera Villas,Riviera Villas,RV 60B,UNIT,2021-09-19 00:00:00,unparseable-date,27255.0,27064.0,191.0
Riviera Villas,Riviera Villas,RV 61A,UNIT,2021-09-19 00:00:00,unparseable-date,85622.0,85372.0,250.0
Riviera Villas,Riviera Villas,RV 62A,UNIT,2021-09-19 00:00:00,unparseable-date,54949.0,54872.0,77.0
Riviera Villas,Riviera Villas,RV 62B,UNIT,2021-09-19 00:00:00,unparseable-date,63821.0,63802.0,19.0
Riviera Villas,Riviera Villas,RV 63A A,UNIT,2021-09-19 00:00:00,unparseable-date,49863.0,49777.0,86.0
Riviera Villas,Riviera Villas,RV 63B,UNIT,2021-09-19 00:00:00,unparseable-date,73627.0,73627.0,0.0
Riviera Villas,Riviera Villas,RV 64A,UNIT,2021-09-19 00:00:00,unparseable-date,13378.0,13183.0,195.0
Riviera Villas,Riviera Villas,Bulk 1,BULK,2021-09-19 00:00:00,unparseable-date,2082.0,1905.0,177.0
Riviera Villas,Riviera Villas,Bulk 2,BULK,2021-09-19 00:00:00,unparseable-date,1648.0,1506.0,142.0
Riviera Villas,Riviera Villas,Bulk 3,BULK,2021-09-19 00:00:00,unparseable-date,84930.0,77332.0,7598.0
